# 20260716 defectpair_switch_zOchi arm0: pswitch CALIBRATION (switching OFF).
# Single +1/2 / -1/2 pair (defect-sep=30) in a uniform periodic bulk, chi0=0.5 uniform
# (mixed -> activity = zeta*(1-chi) = zeta/2, and leaves room for arm1's mean activity
# to RISE and have a non-trivial maximum). Switching OFF (Achi=Ochi=0) so this measures
# the unbiased pressure distribution: pswitch(zeta) := median(P = -sigma_bulk) at the
# final frame, following the 20260709 bulk switch/defect arm0 procedure.
# alpha=0 (conserve_phi ON, phi pinned ~1.1), Dchi=0, relax-Q=0, noise=0 (deterministic).
# Regime: xi=1, LL=0.02, CC=0.1, GammaQ=0.3, friction=10, B=1, Snem=1, surface-stress=0.
model    = dry-go-or-grow
config   = full
nsteps   = 50000
nstart   = 0000
ninfo    = 500
LX       = 100
LY       = 100
bc       = 0
seed     = 1001
GammaQ   = 0.3
GammaP   = 0.05
zeta     = 0.32
zetaI    = 0
friction = 10
tauNem   = 1.0
tauIso   = 1.0
AA       = 0.03
CC       = 0.1
LL       = 0.02
KK       = 0.06
rho      = 40
xi       = 1
B        = 1.0
Snem     = 1
level    = 50
radius   = 20
conc     = 1.1
noise    = 0
initial-order = 1
angle    = 0
director-config = defect-pair
defect-sep      = 30
relax-steps = 500
relax-dt    = 1.0
relax-phi   = 0
relax-Q     = 0
chi-config = noise
chi0       = 0.5
chi-noise  = 0
chi-length = 5
phi-noise  = 0
phi-length = 5
Dchi       = 0
Achi       = 0
Ochi       = 0
pswitch    = 0
growTogether = 1
beta         = 0
death-rate   = 0
death-time   = 1
death-radius = 0
division-rate   = 1e-1
division-time   = 2
alpha           = 0
phi-critical    = 1.0
division-phi-critical-factor = 0
division-radius = 3
surface-stress = 0
